reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
AK9EYUDFA4EV6,B002M37W4U,"CB ""CB""","[21, 22]","The design of theWhitmor 6325-833 Deluxe Elements Ironing Board Cover and Padis cute but if you are looking for a heavy duty ironing board cover with a thick pad, this is NOT it. The sewn-in padding is somewhat thin. There is NO 'drawstring cord' (there is a very thin elastic sewn-in band) so it bunches up all over the board, creating wrinkles and a loose fit. Apparently (from reading the great reviews for this item), they are not making these the way they used to. It is made in China (like too many things are today) so quality control is severely lacking. I will be looking elsewhere for a good quality cover.",1.0,Would NOT Recommend,1323302400,"12 8, 2011"
A1MXJVANURX26J,B0028MLEPS,G. Wells,"[0, 0]","This thing will seem okay for the first month or so, but will gradually get weaker and weaker. Cleaning the filter and charging the battery overnight will not help, as the battery seems designed to fade exponentially. Threw ours away yesterday.",1.0,works sorta okay til the return policy expires,1368921600,"05 19, 2013"
A2Q3BC8DJ6ZTOS,B00020H2Y0,lvindieflix,"[3, 3]",I am very disappointed with this product.  The cheese slicer broke at the base of the handle in less than 6 months.  i used this product to  slice colby cheese  five to six times a week.,1.0,DID NOT LAST 6 MONTHS!!!!,1335830400,"05 1, 2012"
A2HADFGH442QE7,B00C6GQSUW,Scott,"[2, 2]","I ordered the DC40 around Christmas since our old vacuum was worthless and I'd heard good things about Dysons. The price was always the factor that made me pause but when I saw these refurbished ones on Amazon I figured I'd take a chance.So pushing this thing around it actually works pretty well. The 'ball' or whatever really does make it easy to move around objects and it does a good job of sucking most things up. We have all hardwood floors with a few rugs. There is a button you press to turn off the roller brush when you are on hardwood but unfortunately it doesn't remember the setting from the last time you turned it on so you always have to remember to turn it off if you are like us and using it on wood floors. Also, if you move the handle upright it switches to using the hose, so when you pull it back down again (to push) the brush starts rolling again. A minor annoyance but something I have to do every time. There are times where it won't roll over things you are trying to vacuum and I have to lift it and place it on top of whatever it was to get it to suck it up. Also this vacuum is not that great at sucking up human hair (especially my girlfriend's long hair) as it gets stuck in the roller brush and I'm constantly having to pull it all out.Now the reason I only gave it two stars is from the beginning using the hose never worked very well. It was hard to vacuum things with it as I'd have to almost place it directly on top of the item. Also you don't get that much hose as it's not very long and the hose is not very flexible. The 'retracting wand' or whatever is pretty pointless as it's about 2 1/2 feet long and a hard plastic tube so it makes trying to maneuver into corners or behind furniture very difficult. Most times I just take it completely off and use the attachments on the hose itself but like I mentioned it's not very long nor much more flexible. The vacuum ends up getting pulled behind you and smashing into whatever.So after a few weeks I decided to take the hose apart to see if maybe I had sucked something in there that was blocking the suction. When I took the hose out I saw the the gasket that seals the hose had buckled. I'll attach a picture that I took of this. I'm assuming it came like this since the hose never worked that great and I had never taken it off before this. Luckily this was within the minuscule 6 month warranty you get for the refurbished vacuum. After waiting on hold for 30 minutes on the warranty line I find out that I need to bring the vacuum into a service center for repair. I live 3 miles from Downtown Los Angeles and the closest repair shop I can take it to is about 20 miles away. There is a Dyson Service Center in Santa Fe Springs, but they are only open 8 - 5pm M-F and not on the weekends so trying to get it there is going to be a huge pain. (It's also right off the 5 in an area that has terrible traffic all the time)So in hindsight I'd probably just pay extra for the non-refurbished version as you get a 5 year warranty and during Black Friday or whatever Amazon has sales on these. I think last year they were $100 off which is pretty good.I'll update this review once I get it repaired to see if that helped the hose suction any.UPDATE: 6/5/2014: I just dropped the vacuum off a SECOND time for the exact same problem (the gasket in the hose becoming 'unstuck' and getting jammed in the tube causing the hose to lose suction) It's 50 miles round trip to the service dealer and they are only open Monday - Friday until 5pm. No weekends. The first time they did fix the vacuum but that only lasted 2 months before I had the exact same problem again. The repair guy said that he has never seen this before so I can only assume the problem is the refurbished vacuum, or possibly that Dyson's aren't just designed all that well. I really want to love this vacuum since when it does work it works well but this has been too much hassle. The Dyson representatives on the phone haven't been helpful at all, either. I removed another star.",1.0,Probably not worth the difference in price,1396310400,"04 1, 2014"
A29TWWXDJC51J9,B002HRPVMG,"frequent amazon customer ""end user""","[0, 0]","My shower curtain bar is standard size as far as i know, and was too fat for these hooks.  I bent the hooks to solve that problem, and even then, they would fall off the show curtain bar because of what appears to me to be a very poor design.",1.0,did not work,1387324800,"12 18, 2013"
AS468RYNF6LTB,B000RPTV62,"charis ""charis""","[11, 11]","Do not waste your money on this temperamental machine! While it worked ok first couple of uses, the floor cleaner is useless.  I have kept it clean, done all the maintenance required but it just does not work. I have had mine a couple of years, you cannot just add soap, water and get to cleaning; it is not dependable and I am done with the inefficiency; it is useless, requires constant attention to work and then works sporadically.  The hand tool works really well but it is really heavy to carry around. I will not buy again and consider it a waste of money and time.",1.0,DO NOT BUY! Good for 1-2 Cleaning - Now a Heavy Hand Cleaner,1263772800,"01 18, 2010"
A3TSQVDK4TZ1VD,B00007E9GU,yosemite sam,"[4, 7]","for awhile the braun was a wonder, but just after the warranty expired the parts began to break, the chopper blade, twice now. i figure witht he amount of money paid this thing should work for years and years, not until the warranty expired.and getting a replacement part, well, you ever hear the word hassle?",1.0,parts break,1156809600,"08 29, 2006"
A2GLSIYKDLQ24F,B002EJ9K2O,"Ann Barkley ""VAR""","[1, 4]","The coffee pot works great, but the carafe is not formed well.  They have the tiniest spout, looks like a bird beak and it dribbles coffee all over the place.  Not kidding, I became so frustrated with the leaking all over the counter that I could not wait to throw it away!!",1.0,The carafe makes this a bad machine,1355011200,"12 9, 2012"
A31JZMEJ7N9TQG,B00C1EIXCU,Tony from Florida,"[3, 5]","I received two of the Queen size Ultimate Dreams Gel memory Foam Pillows recently.  Everything arrived in good shape and very quickly.  No complaints.  When I removed the pillows from their packaging, I realized I was expecting something that had a little more size to them.  Laying down on a single pillow my head was barely off the bed.  It was soft and comfortable, but very thin.  I put both pillows under my head and that was ok.  In the mean time, when you read low profile pillow, that means what is says.Update - After about 3 weeks of using these pillows I can say, for me, that these are a complete waste of money.  The comfort is gone.  The shredded gel clumps up real bad.  The pillows are now very uncomfortable to sleep on.  I wish I could return them, but since I can't, they may make a quick exit via the trash can now.",1.0,Low Profile means Low Profile - Lousy Pillows,1379462400,"09 18, 2013"
A273Z2XPM7FPKG,B002VK2EHY,"M. J. Hanson ""phanson26""","[37, 39]","WARNINGThermos bottles are great but there is a big problemthat makes them useless after about a year. Since these bottlesare expensive, BEWARE. It seems to be impossible to get areplacement straw. The straw gets worn by daily use and cracks.I have been trying to get a replacement straw for 6 months andthey are always out. Thermos should put the straws on Amazon sothat ordering them would not be so difficult. It is a shame a greatbottle gets only a year of use. I can not afford to buy new bottles.My family has 4 of these bottles and they all need new straws.",1.0,Straw problem,1334620800,"04 17, 2012"
